Kod;Produktgrupp;Artikelnr;RSK-nr;Benämning;Rabatt;Rabatt2;NtoPris;ArtRabatt
V;329226;;;Tbh 1492-J/K/L B5214 A-B;63,48;;;;
V;329230;;;Märkning till 1492-plint B5215 A-B;79,43;;;;
V;329244;;;Plint snabbanslutning 1492-L I B5210 A-B;70,05;;;;
V;329300;;;Plint NSY VA =S=O;72,18;;;;
V;329306;;;Kabelkanaler AK2 VA =S=O;41,77;;;;
V;329350;;;Han-kontakter;35,56;;;;
V;329400;;;Kabelkanal slitsad Canalplast;74,49;;;;
V;329402;;;Kabelkanal täckt Canalplast;73,50;;;;
V;329404;;;Kabelkanal slitsad HF Canalplast;73,57;;;;
V;329406;;;Spiralslang Canalplast;75,56;;;;
V;329408;;;Tbh kabelkanal Canalplast;74,80;;;;
V;329500;;;PGS 10 mm PT, PTE 9,5 mm Fleximark 23;51,33;;;;
V;329502;;;Dymo Fleximark 40;57,71;;;;
V;329504;;;FL52 PG/PTE Verktyg Fleximark 80;53,48;;;;
V;329510;;;PTE 12 mm Fleximark 37;53,55;;;;
V;329514;;;Flexilabel Fleximark 69;49,47;;;;
V;329516;;;Flexiprint Fleximark 70;49,47;;;;
V;329518;;;PTE 6 mm Fleximark 36;46,80;;;;
V;329520;;;Märkning syrafast Fleximark 41;45,25;;;;
V;329528;;;Tbh Mini/Maxi Fleximark 50;44,30;;;;
V;329530;;;PGS, PT, PTE 19 mm Fleximark 33;38,14;;;;
V;329532;;;PTE 25 mm Fleximark 34;44,32;;;;
V;329534;;;Kabelmärkning FCC Fleximark 17;24,05;;;;
V;329536;;;Kabelmärkning syrafast FCC Fleximark 16;49,24;;;;
V;329540;;;Montörpaket Fleximark;44,53;;;;
V;329542;;;Dymo XTL tillbehör;47,80;;;;
V;329600;;;Montageskena SOLAR;70,22;;;;
V;329700;;;Kabelkanal Rittal;66,94;;;;
V;329702;;;Tbh kabelkanal Rittal;66,13;;;;
V;329704;;;Spiralslang Rittal;59,87;;;;
V;329710;;;Plint I Phönix;43,55;;;;
V;329711;;;Plint II AE Phoenix;20,00;;;;
V;329712;;;Plint II Phönix;47,48;;;;
V;329713;;;Plint II AG Phoenix;25,32;;;;
V;329714;;;Industridon Phönix;38,10;;;;
V;329716;;;Märkning Phönix;40,95;;;;
V;329717;;;Industridon AG Phoenix;32,56;;;;
V;329718;;;Säkringar Phönix;9,44;;;;
V;329719;;;Märkning AE Phoenix;11,39;;;;
V;329721;;;Märkning Thermomark Phoenix;32,26;;;;
V;329800;;;Plint övriga Gycom;63,83;;;;
V;329802;;;Industridon Wieland;52,73;;;;
V;329840;;;Anslutningsplint CLAMPO Ensto;67,89;;;;
V;329860;;;Kabelkanal/Spiralslang HAGER;73,60;;;;
V;329862;;;Kabelkanal/Spiralslang HF HAGER;69,98;;;;
V;329874;;;Slitsade kabelkanaler ABB;58,62;;;;
V;329900;;;Märksystem 3M;56,43;;;;
V;329902;;;Märksystem C-Pro;57,03;;;;
V;329903;;;UNEX kabelkanaler C-pro;54,36;;;;
V;329904;;;Montageskena Hoffman;68,01;;;;
V;329908;;;Märksystem Linjedon;54,60;;;;
V;329910;;;Kabelkanal Hellermann Tyton;65,78;;;;
V;329912;;;Märksystem Hellermann Tyton;44,53;;;;
V;329914;;;Märksystem Nitto;55,46;;;;
V;329916;;;Märkning Partex;59,40;;;;
V;329917;;;Sprialslang Partex;46,68;;;;
V;329920;;;Plint skruv 041 SIE;70,30;;;;
V;329922;;;Märktejp SMC;44,20;;;;
V;329930;;;Subc Märkningar I 2599;57,61;;;;
V;329931;;;Subc Märkningar II 2599;75,48;;;;
V;329932;;;Subc Märkningar III 2599;75,47;;;;
V;329940;;;Plint Wago;54,52;;;;
V;329990;;;Solar Plus Kabelkanaler;50,00;;;;
V;329991;;;Solar Plus Plintar o ansl don;50,00;;;;
V;329994;;;Solar Netto;50,00;;;;
V;329995;;;Solar Plus kabelmärkning;50,00;;;;
V;331100;;;Montageplatta GV2 BF =S=O;70,08;;;;
V;331102;;;Motorskyddsbrytare GV2 BI =S=O;73,27;;;;
V;331104;;;Motorskyddsbrytare GV2ME II BH =S=O;71,07;;;;
V;331105;;;Motorskyddsbrytare GV3 BI =S=O;72,18;;;;
V;331106;;;Motorskyddsbrytare GV4/5/6/7 BI =S=O;72,79;;;;
V;331108;;;Motorskyddsbrytare GV7 GC =S=O;73,76;;;;
V;331109;;;Tillbehör motorskyddsbrytare BF =S=O;73,27;;;;
V;331122;;;Effektbrytare BJ =S=O;72,57;;;;
V;331124;;;Effektbrytare NS/NSX VO =S=O;76,47;;;;
V;331125;;;Effektbrytare NS/NSX VP =S=O;76,47;;;;
V;331130;;;Brytare IN/INS/INV VO =S=O;72,24;;;;
V;331134;;;Huvudbrytare  VARIO BL =S=O;66,78;;;;
V;331135;;;Tbh kamströmställare ID =S=O;64,31;;;;
V;331136;;;Kamströmställare IB =S=O;64,31;;;;
V;331138;;;Tvättmaskinsbrytare Exxact H1 =S=;68,00;;;;
V;331140;;;TEGO Power BF =S=O;62,59;;;;
V;331200;;;Motorskyddsbrytare 140M-C B7800 A-B;76,76;;;;
V;331201;;;Motorskyddsbrytare 140MT  B767H A-B;73,86;;;;
V;331203;;;Motorskyddsbrytare 140MT  B766H A-B;75,88;;;;
V;331205;;;Motorskyddsbrytare 140UT  B726J A-B;73,86;;;;
V;331210;;;Motorskyddsbrytare 140M-F B7801 A-B;72,19;;;;
V;331211;;;Motorskyddsbrytare 140MG-H B726F A-B;62,49;;;;
V;331212;;;Säkringshållare 140F-B7834 A-B;68,46;;;;
V;331214;;;Tbh 140M- B7301 A-B;74,73;;;;
V;331216;;;Överkopplingsskena 140M- B7845 A-B;74,99;;;;
V;331224;;;Motorskyddsbrytare 140MP B783G A-B;82,64;;;;
V;331227;;;Motorskyddsbrytare 140MG-J B727F A-B;64,56;;;;
V;331230;;;Tbh kapsling 198 B7280 A-B;76,87;;;;
V;331232;;;Frånskiljare IEC 194R B7934 A-B;50,13;;;;
V;331234;;;Vred &Tbh 194R B7945 A-B;72,32;;;;
V;331240;;;Brytare & vred 194E B7843 A-B;76,60;;;;
V;331242;;;Brytare & vred 194L I B7276 A-B;67,50;;;;
V;331244;;;Brytare & vred 194L II B7276 A-B;75,45;;;;
V;331248;;;Brytare & vred 194R B7278 A-B;48,19;;;;
V;331250;;;Tbh 194R B7842 A-B;50,13;;;;
V;331252;;;Tbh 194E/L B7275 A-B;77,38;;;;
V;331270;;;Effektbrytare 140G externa tbh B706F A-B;60,99;;;;
V;331271;;;Effektbrytare 140G vred B707F A-B;55,94;;;;
V;331272;;;Effektbrytare 140G anslutning B708F A-B;60,99;;;;
V;331273;;;Effektbrytare 140G interna tbh B709F A-B;55,11;;;;
V;331275;;;Effektbrytare 140G strl G B711F A-B;67,28;;;;
V;331276;;;Effektbrytare 140G strl H B712F A-B;66,54;;;;
V;331277;;;Effektbrytare 140G strl I B713F A-B;69,17;;;;
V;331278;;;Effektbrytare 140G strl J B714F A-B;71,87;;;;
V;331279;;;Effektbrytare 140G strl K B715F A-B;68,95;;;;
V;331280;;;Effektbrytare 140G strl M B716F A-B;69,04;;;;
V;331300;;;Motorskyddsbrytare 3RV1 41E SIE;81,52;;;;
V;331301;;;Motorskyddsbrytare 3RV2 S00 41E SIE;80,69;;;;
V;331302;;;Motorskyddsbrytare 3RV2 S0 41E SIE;82,63;;;;
V;331303;;;Tbh motorskyddsbrytare 3RV2 41E SIE;84,52;;;;
V;331304;;;Kontaktor F/B  Y/D medTbh 41B Sie;83,45;;;;
V;331310;;;Effektbr, Säkringslastbr, Kaps 113 SIE;70,47;;;;
V;331311;;;Effektbrytare, Säkringslastbr 1CL Sie;59,23;;;;
V;331320;;;Brytare (ACB), Skensystem 103 SIE;79,86;;;;
V;331321;;;Effektbrytare 3WA 1CE SIE;45,70;;;;
V;331322;;;NH-knivsäkringar,  inklTbh 017 Sie;77,22;;;;
V;331330;;;Effektbrytare 3VA I 153 Sie;72,26;;;;
V;331332;;;Effektbrytare 3VA II 153 Sie;74,13;;;;
V;331334;;;Effektbrytare 3VA tbh 153 Sie;72,14;;;;
V;331340;;;SÄKRINGSLASTBR 3KF 1DL SIE;39,28;;;;
V;331400;;;Motorskyddsbrytare MS116 ABB;77,72;;;;
V;331402;;;Motorskyddsbrytare MS132 ABB;65,44;;;;
V;331408;;;Tbh motorskyddsbrytare ABB;71,61;;;;
V;331420;;;Effektbrytare MCCB ABB I;72,01;;;;
V;331422;;;Effektbrytare MCCB ABB II;59,49;;;;
V;331424;;;Effektbrytare MCCBTbh ABB;61,32;;;;
V;331426;;;Lastbrytare ABB I;61,86;;;;
V;331428;;;Lastbrytare ABB II;68,09;;;;
V;331442;;;Startkopplare manuella ABB;56,37;;;;
V;331451;;;Säkerhetsbrytare BAS ABB X;72,00;;;;
V;331452;;;Säkerhetsbrytare BAS ABB I;71,70;;;;
V;331456;;;Säkerhetsbrytare OTA/OTP ABB;65,05;;;;
V;331458;;;Säkerhetsbrytare ABB II;71,10;;;;
V;331460;;;Säkringslastbrytare OS ABB;62,69;;;;
V;331462;;;Tbh last-/säkerhetsbrytare ABB;63,78;;;;
V;331500;;;Lastfrånskiljare KG K&N;60,09;;;;
V;331501;;;Lastfrånskiljare 4KS K&N;48,10;;;;
V;331504;;;Omkopplare K&N;58,77;;;;
V;331508;;;Reservkraftsbrytare K&N;56,79;;;;
V;331512;;;Sektionsbrytare K&N;53,39;;;;
V;331516;;;Säkerhetsbrytare EMC K&N;52,16;;;;
V;331520;;;Säkerhetsbrytare KF K&N;54,73;;;;
V;331524;;;Säkerhetsbrytare KG K&N;56,79;;;;
V;331530;;;Tbh brytare K&N;64,34;;;;
V;331660;;;Lastfrånskiljare COMPACT Ensto;73,24;;;;
V;331662;;;Lastfrånskiljare COMPACTTbh Ensto;74,61;;;;
V;331700;;;Brytare Garo;63,57;;;;
V;331701;;;Säkerhetsbrytare SBG GARO X;78,20;;;;
V;331702;;;Säkerhetsbrytare SBG GARO;74,05;;;;
V;331760;;;Effektbrytare medTbh Hager;74,54;;;;
V;331840;;;BRYTARE NORWESCO;51,19;;;;
V;331932;;;Subc Brytare III 2599;79,64;;;;
V;331970;;;EATON LISTA 31 2500;24,95;;;;
V;331990;;;Solar Plus Säkerhetsbrytare;50,00;;;;
V;331992;;;Plus;50,00;;;;
V;331994;;;Solar Netto;50,00;;;;
V;331995;;;Solar Plus;50,00;;;;
V;332100;;;Kontaktor LC.F BM =S=O;73,68;;;;
V;332102;;;Kontaktor LC1D 12-18A BD =S=O;70,54;;;;
V;332104;;;Kontaktor LC1D 25-32A BD =S=O;70,54;;;;
V;332106;;;Kontaktor LC1D 40-150A BG =S=O;72,51;;;;
V;332108;;;Kontaktor LC1D 9A I BD =S=O X;78,50;;;;
V;332110;;;Kontaktor LC1D 9A II BD =S=O;71,09;;;;
V;332112;;;Kontaktor LP.-D40-150 BD =S=O;71,91;;;;
V;332113;;;Kontaktor LC1D 9A II BE =S=O;69,36;;;;
V;332114;;;Kontaktor LP1D 12-18A BD =S=O;71,10;;;;
V;332116;;;Kontaktor LP1D 25-32A BD =S=O;71,24;;;;
V;332118;;;Kontaktor LP1D 9A BD =S=O;71,10;;;;
V;332120;;;Kontaktorbrytare Tesus U C0 =S=O;74,36;;;;
V;332122;;;Tesys H Hybridstarter BE =S=O;53,56;;;;
V;332130;;;Minikontaktor LC.-K AC BA =S=O;73,40;;;;
V;332132;;;Minikontaktor LC.-K DC BB =S=O;73,30;;;;
V;332134;;;Normkontaktor A9 SA =S=O;40,94;;;;
V;332135;;;Normkontaktor A9 SD =S=O;40,94;;;;
V;332138;;;Normkontaktor GC/GY BJ =S=O;71,73;;;;
V;332140;;;Kontaktor D övriga CD =S=O;71,19;;;;
V;332142;;;Kontaktor F övriga CE =S=O;69,56;;;;
V;332144;;;Kontaktor K övriga CB =S=O;68,23;;;;
V;332146;;;Tillbehör Kontaktorer BH =S=O;72,74;;;;
V;332147;;;Tillbehör Kontaktorer VA =S=O;72,74;;;;
V;332148;;;Tillbehör Kontaktorer VB =S=O;72,74;;;;
V;332150;;;Hjälprelä CA2-D BA =S=O;72,74;;;;
V;332152;;;Hjälprelä CA3/4-D BA =S=O;72,85;;;;
V;332154;;;Hjälprelä mini CA2-K BA =S=O;73,15;;;;
V;332156;;;Hjälprelä mini CA3/4-K BA =S=O;73,28;;;;
V;332160;;;Överströmsrelä LR.-D BG =S=O;74,43;;;;
V;332162;;;Överströmsrelä LR.-F BG =S=O;69,80;;;;
V;332164;;;Överströmsrelä LR.-K BG =S=O;73,23;;;;
V;332166;;;Överströmsrelä LR9D DE =S=O;37,05;;;;
V;332172;;;Termistorrelä LT3/LT6/Tesys T C0 =S=O;72,90;;;;
V;332182;;;Kontaktblock Gränsläge KF TESE;64,56;;;;
V;332184;;;Kontaktblock LA1-D BF =S=O;74,43;;;;
V;332186;;;Kontaktblock LA1-K BF =S=O;72,14;;;;
V;332188;;;Adapterplatta NS/NSX VA =S=O;70,57;;;;
V;332199;;;Startkombinationer 42L SIE;47,31;;;;
V;332200;;;Kontaktor 100-C  9A AC B7920 A-B;79,44;;;;
V;332201;;;Kontaktor 100-C  9A DC B7942 A-B;82,12;;;;
V;332202;;;Kontaktor 100-C  12A AC B7941 A-B;82,65;;;;
V;332203;;;Kontaktor 100-C  12A DC B7944 A-B;83,72;;;;
V;332204;;;Kontaktor 100-C  16A AC B7919 A-B;83,33;;;;
V;332205;;;Kontaktor 100-C  16A DC B7943 A-B;82,96;;;;
V;332206;;;Kontaktor 100-C  23A AC B7798 A-B;82,09;;;;
V;332207;;;Kontaktor 100-C  23A DC B7837 A-B;83,56;;;;
V;332208;;;Kontaktor 100-C  30-37A AC B7254 A-B;85,54;;;;
V;332209;;;Kontaktor 100-C  30-37A DC B7839 A-B;82,46;;;;
V;332210;;;Kontaktor 100-C  43A AC B7255 A-B;81,06;;;;
V;332212;;;Kontaktor 100-C  43A DC B7840 A-B;80,90;;;;
V;332213;;;Kontaktor 100-C  60-90A AC B7256 A-B;78,65;;;;
V;332214;;;Kontaktor 100-C  60-90A DC B7852 A-B;78,72;;;;
V;332215;;;Kontaktor 100-D  140-180 A AC B7261 A-B;75,48;;;;
V;332219;;;Kontaktor 100-D  210-250A ACE B7263 A-B;72,40;;;;
V;332221;;;Kontaktor 100-D  300-420A ACE B7264 A-B;69,16;;;;
V;332225;;;Kontaktor 100-D  95-110A AC B7266 A-B;74,36;;;;
V;332230;;;Kontaktor & kondensator 100-Q B7251 A-B;73,57;;;;
V;332231;;;Kontaktor 100-E B768G A-B;73,95;;;;
V;332232;;;Kontaktor 100-E B769G A-B;74,09;;;;
V;332233;;;Kontaktor 100-E B786G A-B;72,57;;;;
V;332234;;;Hjälpkontakt till 100-E B788G A-B;54,84;;;;
V;332235;;;Solidstate kontaktorer B420H A-B;53,16;;;;
V;332240;;;Minikontaktor 100-K 5-12A AC B7260 A-B;82,12;;;;
V;332241;;;Minikontaktor 100-K 5-12A DC B7922 A-B;81,01;;;;
V;332242;;;Minirelä AC 700-K B7930 A-B;75,56;;;;
V;332243;;;Minirelä DC 700-K B7931 A-B;76,22;;;;
V;332244;;;Hjälprelä AC 700-CF B7932 A-B;74,44;;;;
V;332245;;;Hjälprelä DC 700-CF B7933 A-B;75,59;;;;
V;332250;;;Ösr 193 E1Plus ED 100-C09_C85 B3114 A-B;74,04;;;;
V;332251;;;ÖSR 193 E1Plus EE 100-C09_C85 B3115 A-B;73,33;;;;
V;332254;;;Ösr E3 Plus 193 100-C09-C85 B3120 A-B;62,86;;;;
V;332257;;;Överströmsrelä 193-K B7246 A-B;73,21;;;;
V;332258;;;Överströmsrelä 193-T B7248 A-B;74,44;;;;
V;332268;;;Spole 100-C <= 85A B6237 A-B;67,58;;;;
V;332270;;;Tbh 100-/700-K B7921 A-B;77,99;;;;
V;332271;;;Spole 100-C <= 85A B633H A-B;67,74;;;;
V;332274;;;Tbh 141A B7853 A-B;53,24;;;;
V;332276;;;Tbh elektroniska 193- B3126 A-B;63,92;;;;
V;332277;;;Tbh kapsling 198 A-B;72,70;;;;
V;332278;;;Tbh kontaktor 100D- B7269 A-B;76,26;;;;
V;332282;;;Tbh överströmsrelä 193 B7249 A-B;70,57;;;;
V;332284;;;Termistorrelä -817 B319H A-B;78,82;;;;
V;332286;;;Tidsfunktion 100-CTbh B7274 A-B;74,93;;;;
V;332291;;;Hjälpkontakt till 100-/700- B7258 A-B;81,62;;;;
V;332293;;;Kablagekit 105-/170- B7841 A-B;79,95;;;;
V;332294;;;Matningsmodul 141A B7846 A-B;64,34;;;;
V;332295;;;Montageplatta 141A B7831 A-B;60,10;;;;
V;332296;;;Montageskena 141A B7250 A-B;60,97;;;;
V;332300;;;Kontaktor 3RT1 S00 41B SIE;81,62;;;;
V;332306;;;Kontaktor 3RT1 S3 41B SIE;84,36;;;;
V;332308;;;Kontaktor 3RT1 S6-12 41B SIE;82,87;;;;
V;332310;;;Kontaktor 3RT1 spec 41B SIE;81,21;;;;
V;332312;;;Kontaktor 3RT2 S00 41B Sie I;85,73;;;;
V;332314;;;Kontaktor 3RT2 S00 41B Sie II;89,44;;;;
V;332316;;;Kontaktor 3RT2 S00 41B Sie III;86,29;;;;
V;332318;;;Kontaktor 3RT2 S0 41B Sie I;81,19;;;;
V;332320;;;Kontaktor 3RT2 S0 41B Sie II;85,52;;;;
V;332322;;;Kontaktor 3TK 41B SIE;84,94;;;;
V;332324;;;Normkontaktorer 5TT 028 Sie I;79,95;;;;
V;332326;;;Normkontaktorer 5TT 028 Sie II;80,61;;;;
V;332330;;;Kompaktstartare 3RA6 42F SIE;70,15;;;;
V;332334;;;Motorstarter 3RM1 41D SIE;80,46;;;;
V;332340;;;Elektr överströmsrelä 3RB2 41G SIE;80,86;;;;
V;332342;;;Elektr överströmsrelä 3RB3 41G Sie I;78,81;;;;
V;332344;;;Elektr överströmsrelä 3RB3 41G Sie II;66,84;;;;
V;332346;;;Elektr överströmsrelä 3RB3 41G Sie III;78,99;;;;
V;332350;;;F/B  komb 3RA 41B SIE;80,76;;;;
V;332352;;;Hjälprelä 3RH1 41A SIE;85,04;;;;
V;332354;;;Hjälprelä 3RH2 41A SIE;88,84;;;;
V;332358;;;Relä strömövervakn 3RR 41H SIE;82,88;;;;
V;332360;;;Simocode Sirius management 3UF 42J SIE;60,34;;;;
V;332362;;;Solidstaterelä 3RF 41C SIE;86,19;;;;
V;332364;;;Tbh F/B  komb 3RA 41B SIE;82,54;;;;
V;332370;;;Tbh kapslad direktstart 3RE 41B SIE;77,35;;;;
V;332372;;;Tbh kontaktor 3RT1 41B SIE;85,53;;;;
V;332374;;;Tbh kontaktor 3RT1 41H SIE;82,80;;;;
V;332376;;;Tbh kontaktor 3RT2 41B SIE;87,71;;;;
V;332378;;;Tbh solidstaterelä 3RF 41C SIE;81,05;;;;
V;332380;;;Tbh term överlastrelä 3RU2 41F SIE;82,57;;;;
V;332382;;;Term överlastrelä 3RU1 41F SIE;82,18;;;;
V;332384;;;Term överlastrelä 3RU2 41F Sie I;78,82;;;;
V;332386;;;Term överlastrelä 3RU2 41F Sie II;80,43;;;;
V;332400;;;Kontaktor AF09 ABB I;71,00;;;;
V;332401;;;Kontaktor AF09 ABB II;66,00;;;;
V;332402;;;Kontaktor AF12 ABB;71,00;;;;
V;332403;;;Kontaktor AF16 ABB I;60,09;;;;
V;332404;;;Kontaktor AF16 ABB II;60,62;;;;
V;332405;;;Kontaktor AF26 ABB;75,67;;;;
V;332406;;;Kontaktor AF30 ABB;64,51;;;;
V;332407;;;Kontaktor AF38 ABB;65,78;;;;
V;332408;;;Kontaktor AF40 ABB;65,70;;;;
V;332409;;;Kontaktor AF50 ABB;55,94;;;;
V;332410;;;Kontaktor AF52 ABB;65,95;;;;
V;332412;;;Kontaktor AF65 ABB;66,18;;;;
V;332414;;;Kontaktor AF80 ABB;60,97;;;;
V;332416;;;Kontaktor AF96 ABB;63,51;;;;
V;332424;;;Kontaktor AF460 ABB;48,10;;;;
V;332425;;;Kontaktor AF580 ABB;51,42;;;;
V;332426;;;Kontaktor AF750 ABB;52,16;;;;
V;332430;;;Hjälprelä <37kW ABB I;66,34;;;;
V;332460;;;Minikontaktor/relä ABB;61,51;;;;
V;332462;;;Normkontaktor ABB;70,90;;;;
V;332464;;;Kompaktstarter ABB;30,05;;;;
V;332470;;;Tbh kontaktor <37kW ABB;74,62;;;;
V;332480;;;Överströmsrelä TA ABB;67,28;;;;
V;332484;;;Överströmsrelä TF ABB;68,90;;;;
V;332500;;;Solidstatekontaktor Danfoss;56,37;;;;
V;332601;;;Normkontaktor Garo;66,06;;;;
V;332650;;;Kontaktorer CD Omron;40,86;;;;
V;332700;;;Normkontaktor Hager;69,50;;;;
V;332800;;;Lådor Ensto;58,23;;;;
V;332858;;;ET 200 SP HA 2I1 SIE;18,28;;;;
V;332931;;;Subc Startapparater II 2599;68,97;;;;
V;332932;;;Subc Startapparater III 2599;71,02;;;;
V;332960;;;Kontaktorer Phönix;38,62;;;;
V;332961;;;Kontaktorer AE Phoenix;11,39;;;;
V;332970;;;EATON LISTA 32 2500;29,77;;;;
V;332994;;;Solar Netto;50,00;;;;
V;332995;;;Solar Plus;50,00;;;;
V;333100;;;Frekvensomriktare ATV12 OF =S=O;57,05;;;;
V;333102;;;Frekvensomriktare ATV12 OB =S=O;57,05;;;;
V;333104;;;Frekvensomriktare ATV21 OD =S=O;63,81;;;;
V;333112;;;Frekvensomriktare ATV312 OH =S=O;61,95;;;;
V;333124;;;Frekvensomriktare ATV340 OF =S=O;44,02;;;;
V;333126;;;Frekvensomriktar ATV630/640/650 OG =S=O;46,93;;;;
V;333128;;;Frekvensomriktare ATV930/950 OG =S=O;44,69;;;;
V;333134;;;Ind Network Frekvensomformare Q1 =S=O;53,16;;;;
V;333138;;;Tesus U för frekvensomriktare C0 =S=O;62,66;;;;
V;333146;;;Tillval/tbh ATV/ATS OI =S=O;64,33;;;;
V;333147;;;Tillval/tbh ATV/ATS X4 =S=O;64,33;;;;
V;333150;;;Mjukstartare ATS OF =S=O;73,11;;;;
V;333151;;;Mjukstartare ATS BF =S=O;73,11;;;;
V;333159;;;Canopen Kabel QQ =S=O;0,76;;;;
V;333206;;;PF400 3 fas 460V C3423 A-B;46,02;;;;
V;333209;;;PF4M 3 fas 460V C3411 A-B;60,44;;;;
V;333210;;;PF523 1 fas 230V strl A Filter C306E A-B;42,64;;;;
V;333211;;;PF523 1 fas 230V strl B Filter C307E A-B;34,53;;;;
V;333212;;;PF525 1 fas 230V strl A Filter C382D A-B;34,15;;;;
V;333213;;;PF523 3 fas 460V strl A Filter C318E A-B;44,57;;;;
V;333214;;;PF523 3 fas 460V strl B Filter C318E A-B;35,16;;;;
V;333215;;;PF523 3 fas 460V strl C Filter C320E A-B;36,84;;;;
V;333221;;;PF525 1 fas 115V storlek A B C382D A-B;26,58;;;;
V;333224;;;PF525 1 fas 230V strl A Filter C381D A-B;39,28;;;;
V;333230;;;PF525 3 fas 460V storlek A C390D A-B;36,16;;;;
V;333231;;;PF525 3 fas 460V storlek B C390D A-B;36,33;;;;
V;333232;;;PF525 3 fas 460V storlek C C392D A-B;36,04;;;;
V;333234;;;PF525 3 fas 600V storlek A C399D A-B;32,42;;;;
V;333236;;;PF525 3 fas 600V strl C C302E A-B;33,01;;;;
V;333252;;;PF753 7.5-22KW 400V strl 2 3 C2402 A-B;38,30;;;;
V;333253;;;PF753 75-132KW 400V strl 6 C2404 A-B;32,91;;;;
V;333259;;;PF755 30-55KW 400V strl 4 5 C2719 A-B;32,91;;;;
V;333263;;;PF755 75-132KW 400V strl 6 C2720 A-B;29,11;;;;
V;333265;;;PF525 1 fas 230V strl A Filter C397D A-B;36,32;;;;
V;333267;;;Mjukstar SMC-3 -150 108-480A B4157 A-B;64,76;;;;
V;333270;;;Mjukstar SMC-3 -150 1-37A B4158 A-B;68,06;;;;
V;333271;;;Mjukstar SMC-3 -150 43-85A B4159 A-B;67,74;;;;
V;333272;;;Tbh mjukstartare SMC 150- B4145 A-B;72,81;;;;
V;333274;;;Mjukst SMC-FLEX 150-F 108-480A B4167 A-B;31,23;;;;
V;333280;;;Mjukstar SMC-50 -90-180A B4030 A-B;63,29;;;;
V;333282;;;Mjukstar SMC-50 -361-520A B4-32 A-B;63,29;;;;
V;333290;;;1201/1202/1203/1204Tbh C4438 A-B;28,94;;;;
V;333291;;;Frekv klass 4 options &Tbh C3408 A-B;59,05;;;;
V;333292;;;Frekv klass 7 option &Tbh C2367 A-B;43,15;;;;
V;333293;;;PF520 externa EMC Filter C326E A-B;28,94;;;;
V;333294;;;PF520 options &Tbh C328E A-B;28,94;;;;
V;333296;;;PF520 serien kom. kort C327E A-B;37,56;;;;
V;333297;;;Reaktor transformator 1321- C8447 A-B;38,91;;;;
V;333300;;;Frekvensomriktare IC2  Danfoss;61,22;;;;
V;333420;;;Mjukstartare High-feature appl 42H SIE;63,35;;;;
V;333422;;;Mjukstartare standard appl 42G SIE;64,17;;;;
V;333430;;;SINAMICS G115 HVAC <= 90kW 347 SIE;48,47;;;;
V;333432;;;SINAMICS G120 CU240 342 SIE;46,13;;;;
V;333434;;;SINAMICS G120 PM <= 11kW 338 SIE;48,22;;;;
V;333436;;;SINAMICS G120 PM > 11kW 339 SIE;48,22;;;;
V;333440;;;Components 764 SIE;27,24;;;;
V;333442;;;ENCODER 767 SIE;13,70;;;;
V;333444;;;Simodrive 752 SIE;6,31;;;;
V;333446;;;SINAMICS S AC/AC Blocksize 751 SIE;16,82;;;;
V;333448;;;SINAMICS S AC/AC Blocksize 771 SIE;41,50;;;;
V;333450;;;SINAMICS STbh 753 Sie;20,45;;;;
V;333460;;;SINAMICS G110 334 SIE;51,24;;;;
V;333462;;;SINAMICS G120 CU220 340 SIE;44,80;;;;
V;333463;;;SINAMICS G220 387 SIE;39,78;;;;
V;333464;;;SINAMICS G120D 346 SIE;50,96;;;;
V;333468;;;SINAMICS G120 CU230 341 SIE;45,69;;;;
V;333470;;;SINAMICS V20 350 SIE;51,52;;;;
V;333472;;;MICROMASTER 4 Optioner 325 SIE;62,95;;;;
V;333474;;;SINAMICS G110/G120 Optioner 335 SIE;68,20;;;;
V;333476;;;SINAMICS G120 Optioner 343 SIE;63,77;;;;
V;333478;;;SINAMICS G120X 357  SIE;39,70;;;;
V;333505;;;Mjukstartare PSR ABB;47,06;;;;
V;333510;;;Frekvensomriktare ACH550 ABB;44,91;;;;
V;333519;;;Tyristorenheter ABB;44,62;;;;
V;333522;;;Frekvensomriktare ACS800 ABB;40,66;;;;
V;333524;;;Frekvensomformare ACS580 ABB;46,94;;;;
V;333532;;;Tbh frekvensomformare ABB;49,79;;;;
V;333550;;;Frekvensomriktare EA Omron;44,62;;;;
V;333602;;;Frekvensomriktare FC100 FC200 DANFOSS;48,06;;;;
V;333606;;;Frekvensomriktare FC51 DANFOSS;50,24;;;;
V;333608;;;Tbh frekvensomriktare DANFOSS;52,29;;;;
V;333650;;;Mjukstartare 280 Carlo Gavazzi;28,23;;;;
V;333990;;;Solar Plus Mjukstartare;50,00;;;;
V;333991;;;Solar Plus Tbh Mjukstarter;50,00;;;;
V;333994;;;Solar Netto;50,00;;;;
V;333995;;;Solar Plus;50,00;;;;
V;335100;;;Electrical motor ABB;48,82;;;;
V;335200;;;Motors Prepare phase-out 768 SIE;45,03;;;;
V;335310;;;Electrical motor size 1 SIE;69,08;;;;
V;335320;;;Electrical motor size 2 SIE;69,08;;;;
V;335340;;;Electrical motor servo SIE;29,47;;;;
V;335994;;;Solar Netto;50,00;;;;
V;337100;;;Tryckknapp Ø16 XB6 ID =S=O;68,54;;;;
